"Multiplier:","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000"
"Currency:","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD"
"Unique Identifier:","H8/H8/B1001NCBA","H8/H8/B1002NCBA","H8/H8/B1003NCBA","H8/H8/B1301NCBA","H8/H8/B1302NCBA","H8/H8/B1011NCBA","H8/H8/B1303NCBA","H8/H8/B1304NCBA","H8/H8/B1020NCBA","H8/H8/B1023NCBA","H8/H8/B1026NCBA","H8/H8/B1221NCBA","H8/H8/B1027NCBA","H8/H8/B1220NCBA","H8/H8/B3219NCBA","H8/H8/B1215NCBA","H8/H8/B1216NCBA","H8/H8/B1217NCBA","H8/H8/B1218NCBA","H8/H8/B1029NCBA","H8/H8/B1247NCBA","H8/H8/B3248NCBA","H8/H8/B1243NCBA","H8/H8/B2245NCBA","H8/H8/B3305NCBA","H8/H8/B1030NCBA","H8/H8/B2310NCBA","H8/H8/B1043NCBA","H8/H8/B1048NCBA","H8/H8/B3092NCBA","H8/H8/B1047NCBA","H8/H8/B3053NCBA","H8/H8/B1151NCBA","H8/H8/B1058NCBA","H8/H8/B1072NCBA","H8/H8/B1110NCBA","H8/H8/B3094NCBA","H8/H8/B1100NCBA","H8/H8/B3095NCBA","H8/H8/B1152NCBA","H8/H8/B1091NCBA"
"Time Period","B1001NCBA","B1002NCBA","B1003NCBA","B1301NCBA","B1302NCBA","B1011NCBA","B1303NCBA","B1304NCBA","B1020NCBA","B1023NCBA","B1026NCBA","B1221NCBA","B1027NCBA","B1220NCBA","B3219NCBA","B1215NCBA","B1216NCBA","B1217NCBA","B1218NCBA","B1029NCBA","B1247NCBA","B3248NCBA","B1243NCBA","B2245NCBA","B3305NCBA","B1030NCBA","B2310NCBA","B1043NCBA","B1048NCBA","B3092NCBA","B1047NCBA","B3053NCBA","B1151NCBA","B1058NCBA","B1072NCBA","B1110NCBA","B3094NCBA","B1100NCBA","B3095NCBA","B1152NCBA","B1091NCBA"
2005-09-21,6956862.1,1869014.3,1172410.7,,,696603.6,,,5087847.8,1001225.2,2845486.4,1624998.3,442575.5,1182422.8,1220488.1,,,,,713623.9,306293.5,407330.4,,,527512.3,,,,321568.1,,72118.0,913009.4,8634908.2,5499880.3,1379182.2,,1907646.7,76797.1,603715.8,8088039.9,546868.3
2005-09-28,6961573.3,1867308.1,1176908.7,,,690399.4,,,5094265.1,1007439.0,2852655.2,1628225.1,443952.0,1184273.1,1224430.1,,,,,712658.5,305998.3,406660.3,,,521512.4,,,,322671.9,,70409.5,908827.8,8651128.6,5500413.1,1389876.7,,1911258.4,70207.0,611593.0,8093471.5,557657.1
2005-10-05,6961312.4,1863735.9,1177242.2,,,686493.6,,,5097576.6,1012017.9,2860322.4,1629425.7,441435.1,1187990.6,1230896.8,,,,,700448.5,294907.6,405540.9,,,524787.8,,,,321300.0,,67743.1,892241.0,8614732.9,5517902.1,1388408.0,,1867654.0,81592.2,588771.5,8055919.8,558813.0
2005-10-12,6969436.2,1869214.3,1181603.7,,,687610.6,,,5100221.8,1012805.2,2865938.8,1631292.7,441930.6,1189362.1,1234646.1,,,,,698950.7,293458.3,405492.4,,,522527.2,,,,332819.6,,67922.9,918631.8,8680689.0,5543362.2,1394845.8,,1892034.7,71497.9,604616.1,8111511.0,569178.0
2005-10-19,6990214.3,1876952.6,1183644.8,,,693307.7,,,5113261.7,1014596.0,2870056.3,1633484.6,442975.6,1190509.0,1236571.7,,,,,701463.8,295537.9,405925.9,,,527145.6,,,,325283.0,,68224.5,915105.1,8683183.7,5525471.6,1390564.1,,1886164.2,88547.0,622104.2,8122286.9,560896.7
2005-10-26,6981057.0,1856384.7,1167930.6,,,688454.0,,,5124672.3,1015728.4,2876422.5,1635859.2,442976.8,1192882.4,1240563.3,,,,,704590.4,298044.8,406545.6,,,527931.1,,,,317559.4,,70335.4,914622.9,8678375.8,5541980.6,1395473.3,,1897382.2,81134.6,603576.6,8124074.0,554301.8
2005-11-02,6961810.0,1828445.5,1149451.4,,,678994.1,,,5133364.5,1017094.7,2875201.7,1635475.3,442344.0,1193131.3,1239726.4,,,,,705447.9,299552.4,405895.5,,,535620.2,,,,322813.1,,70320.5,929612.1,8677022.2,5542757.4,1394282.1,,1897879.5,67631.4,609977.2,8118245.5,558776.7
2005-11-09,6966810.3,1823937.9,1146957.4,,,676980.6,,,5142872.3,1018894.2,2886556.7,1641149.5,442545.5,1198603.9,1245407.3,,,,,704227.5,297686.9,406540.6,,,533193.9,,,,309024.2,,72167.1,930737.1,8657709.6,5530974.9,1405665.5,,1889766.4,73531.9,609857.4,8104130.6,553579.0
2005-11-16,6997070.1,1837469.9,1158815.5,,,678654.4,,,5159600.2,1022826.1,2888792.6,1639920.3,441504.2,1198416.1,1248872.3,,,,,707785.1,301819.3,405965.8,,,540196.3,,,,313946.3,,75819.3,919629.8,8685808.1,5552652.1,1403578.2,,1899064.8,60973.5,610623.9,8123314.3,562493.8
2005-11-23,7018355.9,1839786.3,1156247.7,,,683538.7,,,5178569.6,1025734.6,2903613.8,1649777.6,442425.4,1207352.2,1253836.1,,,,,704091.3,301781.1,402310.2,,,545129.9,,,,321936.0,,76245.0,911052.3,8722666.3,5583231.9,1404574.4,,1929140.4,52374.2,599825.0,8164571.5,558094.8
2005-11-30,7000583.3,1839639.2,1154464.2,,,685174.9,,,5160944.2,1024170.5,2903288.2,1645907.3,442600.9,1203306.5,1257380.9,,,,,699210.6,299243.5,399967.1,,,534274.9,,,,319666.3,,75619.0,912179.2,8693269.3,5565176.8,1404675.7,,1912775.8,56565.0,601526.8,8136044.4,557224.9
2005-12-07,7048289.6,1854541.8,1162424.0,,,692117.9,,,5193747.7,1029413.7,2918248.6,1654199.3,444524.7,1209674.6,1264049.3,,,,,699958.4,298217.1,401741.4,,,546126.9,,,,324491.3,,77064.7,906030.8,8736993.5,5575436.8,1416819.7,,1941863.6,46331.2,602792.8,8166424.4,570569.1
2005-12-14,7065219.6,1856104.9,1162056.8,,,694048.2,,,5209114.7,1031709.2,2924696.5,1656840.5,443722.6,1213117.9,1267856.0,,,,,704450.1,304481.1,399968.9,,,548259.0,,,,312254.4,,76369.7,903805.1,8741235.1,5580337.0,1410570.6,,1949512.5,37607.9,601125.3,8168582.7,572652.4
2005-12-21,7075103.8,1861516.1,1163206.3,,,698309.8,,,5213587.6,1036414.0,2924119.2,1653349.3,442754.2,1210595.1,1270769.9,,,,,702986.4,303864.1,399122.3,,,550068.0,,,,331515.6,,75783.9,910251.0,8802096.9,5602243.3,1434900.4,,1976668.2,44657.1,604083.1,8227651.7,574445.2
2005-12-28,7095736.2,1859175.6,1157117.9,,,702057.7,,,5236560.6,1043303.8,2932384.0,1656760.4,443511.3,1213249.2,1275623.6,,,,,704984.8,305422.5,399562.3,,,555888.0,,,,317314.6,,75430.3,903536.3,8807422.9,5607212.8,1440711.9,,1979959.9,42312.9,589906.4,8219392.1,588030.8
2006-01-04,7085088.8,1853902.9,1148000.9,,,705902.0,,,5231186.0,1044395.3,2934806.5,1656012.6,442040.5,1213972.0,1278793.9,,,,,702003.3,303321.6,398681.6,,,549980.9,,,,341172.4,,77171.8,927749.4,8829440.4,5654755.6,1445938.7,,1956027.1,42316.0,594321.6,8247420.3,582020.0
2006-01-11,7092275.3,1856230.4,1149825.1,,,706405.3,,,5236044.8,1044594.3,2938816.1,1655308.9,442779.8,1212529.2,1283507.1,,,,,700644.0,300971.5,399672.5,,,551990.5,,,,313212.1,,79124.9,921531.1,8797957.2,5621258.8,1441355.4,,1969098.9,29616.4,594084.2,8214058.3,583898.9
2006-01-18,7122292.8,1874811.3,1165283.7,,,709527.7,,,5247481.5,1046587.5,2942107.7,1654069.2,443482.6,1210586.6,1288038.5,,,,,705915.6,304768.0,401147.6,,,552870.7,,,,320393.8,,78875.2,917334.9,8846566.0,5628563.1,1440527.1,,2012382.8,27492.8,583894.8,8252333.5,594232.5
2006-01-25,7146355.4,1884002.4,1168005.6,,,715996.8,,,5262353.0,1053595.3,2950690.7,1659402.5,444443.0,1214959.5,1291288.2,,,,,704643.4,304063.8,400579.6,,,553423.6,,,,309004.1,,76687.3,930454.5,8867605.4,5646392.7,1454228.4,,2010517.1,32466.7,590847.1,8280223.6,587381.8
2006-02-01,7152854.8,1881440.1,1170304.0,,,711136.1,,,5271414.7,1055357.2,2957629.3,1662840.9,444918.7,1217922.2,1294788.4,,,,,698694.7,297635.2,401059.5,,,559733.5,,,,328890.7,,74497.5,942290.7,8892693.3,5664529.7,1446755.0,,2024970.2,26736.5,606795.8,8323032.2,569661.1
2006-02-08,7140647.4,1872481.3,1161454.9,,,711026.5,,,5268166.1,1054147.1,2960432.7,1662862.7,445523.0,1217339.8,1297570.0,,,,,697308.0,296371.2,400936.8,,,556278.3,,,,314348.2,,78004.6,946147.8,8871598.9,5646282.9,1459509.3,,2022269.0,29082.8,606572.8,8304207.6,567391.3
2006-02-15,7168945.3,1886026.1,1173776.5,,,712249.6,,,5282919.2,1057849.2,2971268.8,1668492.2,446099.3,1222392.9,1302776.6,,,,,698216.0,298027.6,400188.5,,,555585.2,,,,308229.2,,77236.7,954686.1,8916205.2,5680368.9,1477032.3,,2018430.9,26640.1,610794.4,8336234.3,579970.8
2006-02-22,7185010.0,1888925.7,1177225.0,,,711700.7,,,5296084.3,1059923.6,2982975.5,1676723.9,446549.1,1230174.8,1306251.6,,,,,696330.7,296677.3,399653.4,,,556854.5,,,,313791.4,,79658.7,953757.6,8920155.8,5681071.2,1478225.2,,2016135.7,35596.8,595865.3,8328669.0,591486.8
2006-03-01,7203601.2,1888513.6,1175920.9,,,712592.8,,,5315087.6,1063510.7,2980453.5,1667899.3,447073.8,1220825.5,1312554.1,,,,,709697.5,293240.5,416457.0,,,561426.0,,,,326787.1,,78137.1,949779.5,8956615.5,5711611.2,1487680.2,,2031515.5,28037.4,604188.1,8375352.2,581263.3
2006-03-08,7184696.5,1877957.3,1164930.2,,,713027.0,,,5306739.3,1061545.7,2980847.5,1668106.8,447417.1,1220689.7,1312740.7,,,,,706436.9,291303.3,415133.6,,,557909.2,,,,319210.9,,79214.5,946032.3,8932721.5,5674191.2,1493845.4,,2023592.9,43176.1,602367.2,8343327.5,589394.0
2006-03-15,7217735.6,1886553.4,1168838.8,,,717714.6,,,5331182.2,1069830.0,2988548.8,1672286.0,448250.3,1224035.7,1316262.8,,,,,705651.9,290965.4,414686.5,,,567151.5,,,,324622.2,,77077.4,931146.2,8967982.5,5726071.8,1516993.4,,2044553.9,14930.9,600816.7,8386373.3,581609.2
2006-03-22,7233730.4,1889089.3,1171106.7,,,717982.6,,,5344641.1,1067500.3,3003209.4,1682577.7,447813.3,1234764.4,1320631.7,,,,,708343.2,293607.4,414735.8,,,565588.1,,,,310723.1,,79968.8,945032.8,8983355.8,5719271.7,1525202.6,,2005636.2,39398.5,620227.6,8384534.0,598821.8
2006-03-29,7236925.9,1872847.7,1158615.5,,,714232.2,,,5364078.2,1072948.3,3015438.8,1690203.4,448904.8,1241298.6,1325235.4,,,,,707506.8,293032.8,414474.0,,,568184.3,,,,305657.7,,79733.0,958653.2,9008806.0,5711974.9,1521389.0,,2022222.0,69633.2,606147.3,8409977.4,598828.6
2006-04-05,7259386.8,1885199.9,1166721.5,,,718478.4,,,5374186.8,1081618.7,3021203.4,1692843.5,448010.5,1244833.0,1328359.9,,,,,705780.3,289929.3,415851.1,,,565584.4,,,,309668.7,,79416.8,967010.6,9035816.7,5746806.3,1533456.3,,2013336.3,37491.9,639456.9,8437091.4,598725.3
2006-04-12,7295372.3,1926486.8,1204666.0,,,721820.8,,,5368885.5,1074768.2,3016393.9,1682340.9,447968.4,1234372.5,1334053.1,,,,,711475.2,293430.0,418045.2,,,566248.1,,,,310347.7,,74459.2,974899.2,9078848.6,5775583.1,1549241.3,,2021102.8,37535.0,645028.6,8479249.4,599599.3
2006-04-19,7333505.2,1931097.8,1206785.5,,,724312.3,,,5402407.4,1084103.1,3035307.1,1698575.4,448086.1,1250489.2,1336731.7,,,,,714543.1,295962.0,418581.1,,,568454.1,,,,308012.5,,67489.8,986962.6,9097720.1,5772092.6,1547049.2,,2006567.3,75184.9,634742.0,8488586.8,609133.3
2006-04-26,7339540.3,1921580.7,1193385.4,,,728195.3,,,5417959.6,1090804.3,3041477.7,1701346.2,447792.4,1253553.8,1340131.5,,,,,717065.8,298408.3,418657.5,,,568611.7,,,,316162.8,,67729.1,999475.9,9150196.6,5786523.3,1552127.8,,2027885.1,85620.7,640937.8,8540967.0,609229.6
2006-05-03,7354696.4,1930331.6,1199218.6,,,731113.0,,,5424364.8,1099594.0,3039572.0,1694962.8,448446.3,1246516.5,1344609.2,,,,,716672.8,297030.9,419641.8,,,568526.0,,,,309425.1,,69543.4,1016795.6,9166874.0,5786242.4,1567031.0,,2030488.0,73959.4,672933.8,8563623.6,603250.4
2006-05-10,7362449.2,1926306.2,1193396.4,,,732909.8,,,5436142.9,1100632.5,3043932.8,1694918.8,448280.7,1246638.1,1349014.0,,,,,719344.3,297968.1,421376.2,,,572233.4,,,,300788.8,,66702.4,1052073.7,9205108.7,5774412.1,1553683.1,,2051455.0,82854.7,680770.8,8589492.7,615616.0
2006-05-17,7391408.4,1935466.3,1198135.8,,,737330.5,,,5455942.1,1103702.7,3055498.5,1702279.2,448579.9,1253699.3,1353219.3,,,,,725187.9,303801.0,421386.9,,,571553.1,,,,298705.9,,68909.5,1038564.6,9213471.7,5770767.8,1557370.9,,2040371.7,89332.6,690044.2,8590516.3,622955.4
2006-05-24,7417849.4,1939330.7,1199856.7,,,739474.0,,,5478518.7,1103370.7,3070318.6,1713990.2,448345.4,1265644.8,1356328.5,,,,,726301.3,304559.8,421741.4,,,578528.0,,,,294335.6,,69332.1,1042518.1,9255190.8,5799683.3,1563582.3,,2057504.8,88779.6,679673.8,8625641.5,629549.2
2006-05-31,7423346.4,1941589.1,1200538.6,,,741050.5,,,5481757.3,1106768.7,3073682.7,1713887.5,449696.7,1264190.8,1359795.2,,,,,724595.6,302053.0,422542.7,,,576710.3,,,,311038.4,,66632.7,1036267.9,9267875.0,5815431.1,1583594.4,,2072672.5,65738.2,689357.3,8643199.1,624675.9
2006-06-07,7417109.9,1925870.4,1195705.2,,,730165.2,,,5491239.5,1120191.8,3075231.8,1711833.2,449944.3,1261888.9,1363398.5,,,,,721762.9,298665.6,423097.4,,,574053.1,,,,304799.9,,68080.3,1013004.5,9230965.7,5799609.9,1582899.2,,2071650.0,59758.9,673728.5,8604747.2,626218.5
2006-06-14,7438689.6,1941287.1,1205297.9,,,735989.3,,,5497402.4,1120084.3,3078852.5,1713519.7,449872.6,1263647.1,1365332.8,,,,,724495.7,301836.1,422659.6,,,573969.9,,,,303970.8,,68836.6,1027120.5,9260612.0,5820525.4,1581036.5,,2077896.0,75607.6,679913.6,8653942.6,606669.4
2006-06-21,7442392.0,1938710.1,1200961.9,,,737748.2,,,5503681.9,1113369.8,3102116.4,1733774.8,450496.5,1283278.3,1368341.6,,,,,709373.4,296443.0,412930.4,,,578822.2,,,,305060.5,,69200.1,1018053.5,9257391.6,5824764.9,1589089.1,,2060957.0,90999.5,669339.3,8646060.7,611330.8
2006-06-28,7430365.4,1919166.5,1196276.1,,,722890.3,,,5511198.9,1119362.6,3112425.4,1739825.5,450845.8,1288979.7,1372599.8,,,,,707081.5,296655.7,410425.8,,,572329.5,,,,301186.0,,69113.0,1024667.3,9243601.9,5820486.1,1604202.5,,2053278.9,94284.0,666252.4,8634301.4,609300.4
2006-07-05,7436157.4,1920420.2,1194015.3,,,726404.9,,,5515737.2,1127274.7,3106114.5,1732915.5,451402.6,1281513.0,1373199.0,,,,,707950.0,297715.1,410234.9,,,574398.0,,,,315603.4,,68216.8,1026144.1,9266254.2,5865649.6,1612861.1,,2038756.0,73460.3,680357.9,8658223.8,608030.4
2006-07-12,7449814.0,1934030.0,1202064.9,,,731965.1,,,5515784.0,1124249.1,3113868.7,1734377.7,451106.5,1283271.2,1379491.0,,,,,706452.8,296012.8,410440.0,,,571213.3,,,,300669.6,,68599.1,1045674.9,9277024.9,5863877.1,1624076.6,,2036078.0,82260.7,689710.3,8671926.1,605098.8
2006-07-19,7485822.9,1944107.1,1211317.3,,,732789.8,,,5541715.7,1128969.7,3124153.1,1740804.2,451547.3,1289257.0,1383348.9,,,,,714261.1,303024.5,411236.6,,,574331.9,,,,316486.6,,68210.3,1043513.0,9337156.6,5864798.5,1622512.2,,2065629.8,100572.7,696840.2,8727841.2,609315.3
2006-07-26,7495139.1,1942922.2,1206974.4,,,735947.8,,,5552216.9,1130112.6,3128513.9,1743482.4,452301.4,1291181.0,1385031.5,,,,,713154.0,302388.8,410765.2,,,580436.5,,,,302650.4,,65689.6,1031101.8,9315210.9,5853018.7,1617111.1,,2049225.7,113883.5,694148.4,8710276.3,604934.6
2006-08-02,7504694.0,1939582.1,1203828.2,,,735753.9,,,5565111.9,1144160.1,3124993.1,1734437.1,450694.8,1283742.3,1390556.0,,,,,712529.1,299943.0,412586.1,,,583429.6,,,,304397.0,,68210.8,1029751.0,9311288.1,5861887.1,1623088.7,,2045318.3,122473.0,694115.0,8723793.5,587494.6
2006-08-09,7494806.9,1942357.8,1205370.4,,,736987.4,,,5552449.1,1148265.3,3120342.4,1727681.0,448233.0,1279447.9,1392661.5,,,,,713013.2,300641.5,412371.7,,,570828.1,,,,300501.5,,65380.8,1032342.2,9302391.3,5835628.9,1607133.4,,2023369.2,154823.2,698835.3,8712656.6,589734.7
2006-08-16,7526984.4,1941883.9,1210715.2,,,731168.6,,,5585100.5,1157138.2,3129647.0,1732656.4,447986.4,1284670.0,1396990.7,,,,,717606.3,304119.0,413487.4,,,580708.9,,,,301342.4,,66716.4,1025833.6,9321302.1,5880516.3,1638103.9,,2020059.8,136381.3,686645.2,8723602.6,597699.5
2006-08-23,7550419.5,1951143.4,1214749.2,,,736394.3,,,5599276.1,1153384.8,3139385.9,1740172.6,448594.7,1291577.9,1399213.3,,,,,720958.0,306604.2,414353.8,,,585547.4,,,,295233.1,,66377.0,1046269.9,9377865.7,5913286.1,1642688.9,,2041051.6,119928.2,696394.5,8770660.3,607205.4
2006-08-30,7539245.4,1949152.2,1221602.3,,,727549.9,,,5590093.2,1152243.9,3132083.1,1731355.1,448542.0,1282813.1,1400728.0,,,,,719578.8,304363.3,415215.6,,,586187.4,,,,304573.0,,66311.9,1037569.7,9355951.4,5879782.4,1646380.4,,2048961.6,130145.6,693330.3,8752219.9,603731.6
2006-09-06,7537828.8,1947972.7,1219895.2,,,728077.5,,,5589856.1,1153470.6,3129082.1,1724671.3,448469.0,1276202.3,1404410.8,,,,,719938.8,304595.5,415343.3,,,587364.6,,,,303669.1,,68580.1,1018422.4,9355479.2,5925124.9,1661860.5,,2049869.4,90109.4,674860.2,8739963.7,615515.4
2006-09-13,7511341.2,1939156.7,1208420.7,,,730736.0,,,5572184.6,1149471.9,3123930.2,1716082.3,448729.3,1267353.0,1407847.9,,,,,718799.1,303489.9,415309.2,,,579983.3,,,,290402.3,,66793.6,1027890.4,9335325.4,5922349.6,1669936.9,,2071691.6,48843.7,669366.9,8712251.8,623073.5
2006-09-20,7545595.9,1937973.1,1208236.9,,,729736.2,,,5607622.9,1154781.1,3148412.2,1735936.4,448987.4,1286948.9,1412475.8,,,,,717591.8,304734.6,412857.2,,,586837.8,,,,289080.0,,68455.4,999620.9,9332592.3,5907466.5,1651134.3,,2087654.5,45767.0,662700.1,8703588.1,629004.2
2006-09-27,7524799.1,1911821.7,1183635.4,,,728186.3,,,5612977.4,1145866.8,3165900.0,1752060.2,449369.1,1302691.1,1413839.8,,,,,717433.1,303542.8,413890.2,,,583777.5,,,,289012.0,,64776.3,1033962.4,9368494.4,5905419.6,1662090.9,,2122106.7,45074.2,657634.1,8730234.6,638259.7
2006-10-04,7672559.1,1964541.8,1232630.4,,,731911.4,,,5708017.3,1155172.3,3294597.9,1865606.1,465623.3,1399982.8,1428991.8,,,,,722089.8,301036.8,421053.1,,,536157.3,,,,300991.3,,76530.5,1062355.4,9580570.9,6028123.3,1689143.0,,2178622.2,-4745.1,706480.0,8908480.4,672090.5
2006-10-11,7700761.6,1973255.1,1235898.9,,,737356.2,,,5727506.5,1155065.7,3301665.4,1869716.1,466559.4,1403156.7,1431949.3,,,,,723475.8,300871.5,422604.3,,,547299.6,,,,317232.7,,72867.3,1071543.7,9631083.4,6030522.0,1693514.7,,2169424.1,21265.3,714550.2,8935761.5,695321.8
2006-10-18,7703858.0,1970505.1,1234104.4,,,736400.7,,,5733352.9,1157360.1,3308736.3,1873140.4,466020.2,1407120.2,1435595.8,,,,,723786.1,300720.5,423065.6,,,543470.4,,,,295468.4,,72489.0,1024575.0,9543915.2,6003312.9,1687740.9,,2132911.1,35275.7,688347.2,8859846.9,684068.3
2006-10-25,7706744.6,1961139.5,1222333.1,,,738806.4,,,5745605.2,1165516.0,3314244.8,1875791.2,465424.8,1410366.4,1438453.6,,,,,723208.8,300207.3,423001.5,,,542635.5,,,,308862.1,,71722.7,1022013.4,9562835.5,6023939.0,1675311.2,,2160290.7,22832.6,677397.3,8884459.6,678375.9
2006-11-01,7740344.0,1985482.1,1242015.9,,,743466.2,,,5754861.9,1172328.2,3313008.7,1871245.5,466266.4,1404979.1,1441763.2,,,,,723474.0,300480.9,422993.1,,,546051.0,,,,317169.8,,72514.3,1027022.4,9613223.1,6042718.2,1679196.8,,2189786.4,13463.3,691774.6,8937742.6,675480.5
2006-11-08,7720957.7,1972313.9,1230958.4,,,741355.6,,,5748643.7,1169637.4,3318093.0,1874154.3,465700.5,1408453.8,1443938.7,,,,,724525.3,300815.3,423710.0,,,536388.0,,,,309454.7,,73796.0,1004744.0,9570947.7,6029247.5,1698360.1,,2183075.9,11264.6,680185.4,8903773.3,667174.4
2006-11-15,7733428.9,1967199.2,1226833.5,,,740365.7,,,5766229.7,1167688.0,3330150.3,1883422.9,466206.6,1417216.3,1446727.4,,,,,726392.3,302850.3,423542.0,,,541999.1,,,,296060.6,,71060.2,1010095.1,9595129.2,6066062.5,1709744.3,,2177207.9,2546.5,681718.1,8927535.0,667594.2
2006-11-22,7769318.0,1978568.6,1228464.9,,,750103.7,,,5790749.4,1170014.1,3342861.9,1891353.0,464871.1,1426481.9,1451508.9,,,,,729073.3,304172.2,424901.1,,,548800.1,,,,311654.7,,76801.3,1019953.8,9654758.4,6099239.8,1722752.0,,2201858.9,-2341.7,679239.4,8977996.4,676762.0
2006-11-29,7781476.5,1972899.0,1220154.1,,,752744.9,,,5808577.5,1170527.4,3354233.8,1902096.1,466458.8,1435637.2,1452137.7,,,,,731913.8,305618.1,426295.7,,,551902.6,,,,311671.0,,72231.3,1034698.0,9684822.7,6066744.9,1722016.4,,2214712.5,31796.0,697907.6,9011161.1,673661.6
2006-12-06,7796273.9,1978759.5,1215631.0,,,763128.5,,,5817514.4,1179444.8,3347132.5,1890716.2,467507.0,1423209.1,1456416.3,,,,,734884.6,307993.2,426891.4,,,556052.5,,,,314397.7,,86052.5,1039897.5,9729617.3,6095961.3,1720643.5,,2219379.0,20358.2,708304.8,9044003.3,685614.0
2006-12-13,7798308.2,1988581.2,1223512.9,,,765068.3,,,5809727.0,1176853.5,3348395.4,1891615.8,467393.4,1424222.4,1456779.6,,,,,734974.1,311803.8,423170.3,,,549504.0,,,,307988.2,,82294.5,1042792.9,9702864.1,6098089.5,1725922.7,,2196050.2,23952.6,692657.6,9010749.8,692114.3
2006-12-20,7874346.3,1997601.8,1219147.9,,,778453.9,,,5876744.5,1189380.6,3391366.9,1930649.5,468529.3,1462120.2,1460717.4,,,,,738085.1,313061.0,425024.2,,,557911.8,,,,313932.0,,81805.0,1038932.5,9761194.3,6101463.4,1720716.0,,2214733.2,53744.1,693479.8,9063420.5,697773.8
2006-12-27,7877620.5,1996843.9,1215502.6,,,781341.3,,,5880776.6,1181437.1,3394173.5,1933625.5,469392.0,1464233.4,1460548.1,,,,,739627.2,315704.5,423922.7,,,565538.8,,,,318201.3,,86980.9,1042710.8,9806098.5,6102997.9,1704467.7,,2237149.1,50739.7,701225.4,9092112.0,713986.5
2007-01-03,7857040.8,1996986.0,1214103.2,,,782882.8,,,5860054.8,1186899.4,3372225.4,1906193.8,469176.3,1437017.4,1466031.6,,,,,739245.5,315038.0,424207.5,,,561684.6,,,,329493.7,,84233.6,1049801.8,9832785.5,6127293.8,1724800.7,,2230874.6,54300.1,702945.0,9115413.4,717372.2
2007-01-10,7871819.1,2005073.0,1218173.7,,,786899.4,,,5866746.1,1190615.2,3381467.7,1915119.8,470127.3,1444992.5,1466347.9,,,,,739260.4,314790.7,424469.6,,,555402.8,,,,311875.9,,83196.0,1032255.7,9793820.2,6119885.6,1715111.9,,2224801.3,30787.5,697087.3,9072561.8,721258.5
2007-01-17,7884498.9,2002994.7,1214635.0,,,788359.7,,,5881504.2,1194096.2,3387939.7,1919319.9,470381.1,1448938.8,1468619.8,,,,,740791.0,316856.7,423934.4,,,558677.3,,,,325567.3,,83908.9,1039488.3,9830647.9,6149943.2,1721026.2,,2236970.7,8919.9,705984.3,9101818.2,728829.7
2007-01-24,7895262.7,1997796.0,1209093.7,,,788702.3,,,5897466.7,1194468.9,3404432.7,1933283.3,470538.1,1462745.2,1471149.4,,,,,742026.7,317836.1,424190.6,,,556538.4,,,,296013.8,,82467.0,1037340.9,9835388.6,6148900.6,1717594.7,,2237554.7,19483.3,690991.4,9096930.0,738458.6
2007-01-31,7911441.3,2010881.7,1222073.4,,,788808.3,,,5900559.6,1193971.8,3413353.3,1939390.1,470737.1,1468653.0,1473963.2,,,,,738099.9,311924.4,426175.6,,,555134.5,,,,327761.1,,77770.0,1044338.8,9862779.1,6163966.7,1720606.0,,2269830.6,24294.6,699220.4,9157312.2,705466.9
2007-02-07,7909037.7,2006663.2,1215470.6,,,791192.6,,,5902374.5,1199599.4,3405748.2,1931951.7,469992.3,1461959.4,1473796.5,,,,,738433.8,311303.8,427130.0,,,558593.1,,,,307380.1,,82548.7,1024586.1,9819819.3,6149771.9,1723857.3,,2237696.9,38790.3,696164.7,9122423.8,697395.6
2007-02-14,7930044.2,2005094.3,1209209.3,,,795885.0,,,5924949.9,1201531.5,3422307.4,1944272.4,470956.3,1473316.0,1478035.0,,,,,742126.9,315058.5,427068.4,,,558984.2,,,,311488.5,,81602.2,1039372.9,9866968.9,6175913.5,1736650.1,,2249023.3,31950.9,707045.4,9163933.1,703035.8
2007-02-21,7942646.5,2002583.4,1204412.9,,,798170.5,,,5940063.1,1205774.8,3435142.3,1954322.1,471061.1,1483261.0,1480820.2,,,,,738937.6,311840.8,427096.8,,,560208.3,,,,319260.3,,82194.5,1053781.0,9896565.3,6180061.2,1734391.7,,2224357.5,64303.6,701298.8,9170021.0,726544.3
2007-02-28,7960963.7,2027427.2,1223714.7,,,803712.5,,,5933536.4,1213764.5,3425829.8,1943953.8,471079.6,1472874.1,1481876.1,,,,,731058.0,302870.2,428187.8,,,562884.2,,,,324883.5,,85566.3,1061057.3,9962859.9,6220349.9,1736008.1,,2285780.0,47817.0,712030.9,9265977.8,696882.1
